ER,SLR,County,State,DBcode,ELA_value,ELA_pct,ELNA_value,ELNA_pct,ENLA_value,ENLA_pct,ENLNA_value,ENLNA_pct
000,000,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,150,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,200,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,300,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,000,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,025,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,050,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,100,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,150,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,200,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,300,Brunswick County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,150,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,200,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,300,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,000,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,025,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,050,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,100,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,150,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,200,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,300,Carteret County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,150,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,200,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,300,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,000,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,025,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,050,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,100,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,150,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,200,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,300,Currituck County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,150,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,200,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,300,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,000,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,025,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,050,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,100,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,150,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,200,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,300,New Hanover County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,050,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,100,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,150,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,200,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,300,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,000,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,025,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,050,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,100,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,150,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,200,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,300,Onslow County,NC,RL1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
