ER,SLR,Community,County,State,DBcode,ELA_value,ELA_pct,ELNA_value,ELNA_pct,ENLA_value,ENLA_pct,ENLNA_value,ENLNA_pct
000,000,Bald Head Island,Brunswick County,NC,RO1,0.0012,0.0000,0.0012,0.0000,0.0012,0.0000,0.0012,0.0000
000,000,Bald Head Island,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Bald Head Island,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Bald Head Island,Brunswick County,NC,RO4,0.0012,0.0000,0.0012,0.0000,0.0012,0.0000,0.0012,0.0000
000,000,Caswell Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Caswell Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Caswell Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Caswell Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Holden Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Holden Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Holden Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Holden Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Oak Island,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Oak Island,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Oak Island,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Oak Island,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Sunset Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Sunset Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Sunset Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Sunset Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Bald Head Island,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Caswell Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Holden Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Oak Island,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Sunset Beach,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,025,Unincorporated Brunswick,Brunswick County,NC,RO4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,RO1,0.0000,0.0000,0.0036,0.0001,0.4553,0.0156,0.4582,0.0157
000,050,Bald Head Island,Brunswick County,NC,RO2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,RO3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
000,050,Bald Head Island,Brunswick County,NC,RO4,0.0000,0.0000,0.0036,0.0001,0.4553,0.0156,0.4582,0.0157
000,050,Caswell Beach,Brunswick County,NC,RO1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
