ER,SLR,Community,County,State,DBcode,ELA_value,ELA_pct,ELNA_value,ELNA_pct,ENLA_value,ENLA_pct,ENLNA_value,ENLNA_pct
000,000,Bald Head Island,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Bald Head Island,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Bald Head Island,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Bald Head Island,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Bald Head Island,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Bald Head Island,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Caswell Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Holden Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Oak Island,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Ocean Isle Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Sunset Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,000,Unincorporated Brunswick,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Bald Head Island,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Caswell Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Holden Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Oak Island,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Ocean Isle Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM1,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM2,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM3,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM4,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM5,0,0.0000,0,0.0000,0,0.0000,0,0.0000
000,025,Sunset Beach,Brunswick County,NC,EM6,0,0.0000,0,0.0000,0,0.0000,0,0.0000
